product_id,summary,review,rating
5592,"Got a whole case, forced myself to finish one","This is by far the worst tasting canned drink (energy or just regular soft drink) of any sort that I have ever had. The taste can only be described as like cherry cough medicine with all of the medicinal taste pushed to the front. I took a big swig to start with and was shocked at how bad it was. I followed up with another tentative taste to confirm it really was so horrible and then I asked my wife to try it and see what the flavor was. She took a small taste, grimaced and said, &#34;Robitussin.&#34;On the positive side, I drank it on Easter morning so I would stay awake during the sunrise service and then drive for an hour to go to a family get-together and it did keep me awake.",1.0
8734,Should Be Renamed Yucky Mac!,"I am a long time lover of Kraft Macaroni and Cheese (the blue box please). I have tried many different brands of microwavable macaroni and cheese and most are barely edible. The Kraft Easy Mac falls into the barely edible category, just barely!You receive 18 pouches with this product. THESE ARE NOT the Easy Mac bowls like you see in the stores. These are packets that you have to open, pour into a bowl, and measure and add your own liquid to. Like all Kraft Easy Mac, the best thing about this product is that it's quick and easy to prepare, in fact, that's the only thing I like about this product.The taste is NOTHING like Kraft Macaroni and Cheese in the blue box. This has a powdery, blah taste to it. The cheese is not strong enough to taste cheesy, but too strong to taste plain, so it has sort of a milk that thickened consistency and taste and is just disgusting. The noodles have that slimy, clumpy appearance that many microwavable noodle products suffer from. It's not the worst microwavable macaroni and cheese I've ever eaten, but it's certainly not something I will buy again in the future.",2.0
964,really is cheesy.,"i was a bit skeptical at first but it's a wonderful addition to eggs, chowders, anyplace you want a cheesy flavor that tastes like cheese and not a chemical. plus it is not salty. it's a true cheese flavor. this is a must have in my kitchen. just adding this: you can mix it with a buttery spread for a new twist on garlic bread, bake it in the oven for a few minutes, bread wrapped in foil at 350. my company could not get enough. i'm sure i'll come up with more uses. stay tuned.",5.0
7530,Glutin-free cookies,"These cookies were better than the lemon ones, but still not as tasty as some of the other ones.",3.0
6279,Annie's Homegrown Organic Whole Wheat Shells & White Cheddar Macaroni & Cheese - 6 oz.,"This product is made by Annie's Inc. in Berkely, CA--made in the USA.  The product maintains excellent organic integrity, and it is stored in 100% recycled paperboard packaging.The manufacturers also support family farms - use organic milk, butter, and yogurt.  The product takes approximately 10 min. to prepare.  The product contains dairy and wheat, and it has been exposed to equipment that also processes egg and soy products.The ingredients include organic whole wheat shell pasta, organic valley organic cheddar cheese (organic cultured pasteurized milk, salt, non-animal enzymes), organic whey, salt, and sodium phosphate.This is a mildly flavored whole wheat macaroni & cheese dinner.  This mac and cheese is a wonderful comfort food.  The pasta is firm, and it has an excellent flavor.There are no artificial flavors, synthetics colors, or preservatives.  The pasta was produced without antibiotics, synthetic hormones, or persistent pesticides.This pasta is simple to make and it has a wonderful texture.  There are 2.5 servings per box (2.5 oz).  Each serving contains 250 cal., 4.5 g fat, sat. 2 g fat, 10 mg cholest., 570 mg sodium, 43 g carb., 5 g fiber, 6 g sugars, 9 g protein.However, the cheese envelop is not exactly sufficient even when you add the butter, milk, or yogurt.  To add that wonderful rich smooth cheese flavor that accompanies mac and cheese, you will have to add your own organic cheese.The cheese packet falls flat on flavor and it does not contain a sufficient amount to coat the pasta.  I give this mac and cheese a 5/5 on packaging, 5/5 for maintain organic integrity, 5/5 on texture, and a 2/5 for flavor.",3.0
7271,Very good bread,"I haven't eaten a pice of bread in so long, I dream about it. This is pretty good bread, very good texture, moist and as I eat each slice I think about ways I could change the bread with cinnamon and raisins for breakfast, and so on.  Very Good!!",5.0
4838,This is a unique product,I never knew they could dehydrate sour cream before!  I can't wait to get started making my own recipes with this product!,5.0
3493,"dry and not nutty, too little chocolate","Compared to Natural Valley protein bars (Peanut, Almond, Dark Chocolate, specifically), the texture is much less nutty, and more like bark. Too little chocolate flavor.",2.0
965,Too clumpy,"The ones you have from Hoosier Hill Farms are much better.  This one tends to clump up too much.  It is a pain in the but havingto keep breaking up the hard clumps before I can sprinkle it on my spaghetti.  It taste good, it just clumps too much.",3.0
8581,No better nor worse than traditional box macaroni from Kraft,"This product compares perfectly with traditional Kraft macaroni and cheese in a box with cheese dust that reconstitutes with liquid.  For that product, it is okay--Kraft has always made the best version.  However, it certainly does not taste as good as the Kraft pasta products that use cheese sauce packed in a foil pouch.",3.0
6993,difficult to assess,"It's difficult to assess the healthful qualities or lack thereof because a Vine sticker was placed over the ingredient list. I would describe the chocolate flavor as ""robust,"" rather than ""delicious."" A friend tasting with me thought she detected a chalky aftertaste but I did not notice it. The sweetening agent is maltitol, an alcohol sugar (sorbitol is another popular one) which causes some individuals, myself included, stomach distress and/or diarrhea.  On the plus side, the bar is gluten free, has 20 grams of protein and clocks in at a modest 240 calories. I would say if you are gluten challenged and can tolerate the maltitol (some can) this would be satisfactory as a snack bar.On the other hand, if you find yourself racing for the bathroom, you might want to rethink your relationship with maltitol.",3.0
445,average...KONA 100%?????,If you think your going to get that awesome full flavor and aroma you bought in a coffee shop in Kona forget it. If you add the cost of this stuff(Hawaii Rosters) you can do better.  It's just OK and is not worth the price IMO.,2.0
1372,Okay at best,Description sed a little sweet and mild spicey.  I did nit find it sweet at a all but more like soy sauce thickened up.JMO.,3.0
3931,Won't Buy Again,"I remembered liking this soup, and ordered a case.  I don't know if they changed the recipe, or if there was a problem with the order, but this is...bleech...gummy....bland.  Fortunately the dog will eat it mixed with her dry food, so not a total waste.",2.0
918,It's PRIME-arily Lobster,"if it's primarily made from lobster, what else is in there? I wonder. Primarily...Who uses a word like that on a food label? It's primarily delicious among other things, things we usually have no energy to talk about after eating a fine meal. I'm so full of primarily lobster bisque that I've been making and have come to be addicted to. NO! I will not share the recipe, because I am too full and don't feel like it. Primarily.",4.0
9943,It's neither good nor bad.,"I don't taste the Peppermint in this box, and neither does my wife. It dosen't taste very good, kind of like a mixture of green and grey teas, mixed with something slightly minty. The peppermint tea from Celestial Seasonings blows this mixture out of the water. After tasting 2 tea bags, we are worried what we will do with 6 more boxes of this &#34;stuff&#34;.  We are very sad.",3.0
907,Great for beans,This bouillon works wonders in navy beans. I put 2 tsp in one pot and Celtic sea salt and that's it. It comes out very good and tastes delicious. Will purchase again.,5.0
6954,Definitely Not For Me or My Spouse,"I was under the impression I was getting a box of 15 bars at least there was nothing otherwise that would indicate something less. I received one bar on a hot Saturday afternoon delivered by the Post office. The bar was soft and we had to refrigerate it for several minutes before we could taste it. The first taste was enough to appreciate the fact we only received one bar of the Think This Chocolate Fudge Bar. There is a slightly bitter taste plus there is a lingering dryness that will take a while to disappear. While the bar touts only 20g of protein and zero sugar, I think we will opt for a High Protein Bar that has more flavor and less of the after lingering effects. I just ate a Hershey bar and now the original taste is gone. By doing so I messed up terribly the sugar and protein count for today.The bar states that the mission of thinkThin is to positivity impact the lives and wellness of others and to lead in changing the endemic destruction of weight and poor nutrition related diseases in our country. I am afraid the maker has gotten somewhat carried away in his/her ambitious mission statement. I may never buy a protein bar again. Sorry! I do agree that you would probably lose weight since after the first bite I wanted nothing else to eat.By the way the bar does not hold up to the very hot heat outside here in Texas however In have to fault the Post office for part of this since the delivery was made in the late afternoon thus that little bar has been on that truck all day.",1.0
2106,Put  Wicks in Them,"I recently ordered some of Meiji's limited-edition chocolate bars online and it occurred to me that perhaps Amazon carried them for less (they don't, at all). My quest led me to this product which not only looked interesting but had garnered reviewer raves as well. Today's errands took me past a Japanese grocery, so I made it a point to have a look for it (it's apparently a popular impulse purchase because it was displayed next to the cash register).Given the positive reviews, I had high hopes. And if appearance is high on your list of priorities, then this is definitely your kind of snack because one thing the Japanese have nailed, in spades, is a visual aesthetic and these things are adorable, plus mine came packaged in a really snappy cardboard tube. However, while good looks are the top priority when it comes to boyfriends, my criteria for food are much less shallow and Apollo falls short of the mark.I think the basis of the problem is that the Japanese, who produce a number of slammin' items (remember that aesthetic), have so far proved themselves incapable of mastering chocolate. I have yet to sample Japanese chocolate that isn't both waxy and short on the essence of chocolate flavor. This item is no exception, plus I don't find the strawberry flavor all that vivid (although to Meiji's credit, it's natural). And it really is easy to finish the container, but I believe that's due more to the fact that Apollo is sweet and innocuous, not that it's delicious. Perhaps if cocoa butter rather than vegetable oil had been the second ingredient listed, Apollo would suggest chocolate rather than paraffin, but who can say for sure? What is sure is that I won't be buying it again.The bottom line: empty calories can be had more deliciously; save your quota for a more worthy goodie. I have no doubt that this review will earn me slams from fan boys (in addition to those guaranteed to turn up immediately, courtesy of obsessive liver-lipped Finnish ugly-boy troll stalkers), but I have to call 'em as I see 'em. 3.5 stars would be about right, but we can't assign by halves so 3 it is.",3.0
2139,A good buy...,"...money wise, in any case. They're much cheaper than in any stores in our area. The only drawback is cleaning them off and breaking off the stems. It might take a while. Otherwise, no complaints. They're delicious after soaking them for about 20 minutes in cold water. I love them in gravies and over potatoes and pasta.",4.0
4402,Great tea,"Bought for our daughter who just gave birth.This tea is suppose to increase mothers milk for breast feeding.Our daughter really didn't have any issues producing milk,we thought it could not hurt.Well she loves the taste of the tea and if produces more milk,then she have no problem going back to work filling those containers for our grandson",4.0
3895,A great canned soup,"This is one of my favorite lunch staples, and something that I try to keep stocked in my food pantry at all times. (I also love the steak and noodles variety.) It's much, much better than the original version of Cambell's chicken noodle soup,  and and for the price makes for a tasty, low-cal, and filling lunch (or even dinner). I'll doctor it up sometime by adding a little lemon juice, fat-free sour cream, or mozzarella or parmesan cheese. Add a few crackers, and it's a substantial meal. I am particularly happy that this is available through Amazon Prime, since I live on a bridge-less island and have to haul my groceries over on a ferry. Now, periodically a box of this soup is delivered to my cottage porch by the island UPS lady...and with no shipping fee!...giving me a constant supply on hand.",5.0
8342,"Ok coffee, some aftertaste","Ok taste, some aftertaste.  A stronger flavor than the Breakfast Blend, but it seems all the Green Mountain coffees I've tried have a particular aftertaste that other brands don't have.",3.0
1939,great treat but does it really work?,"One of my dogs certainly like this little tab.  It has not, however, solve our flea problems.I have two terriers.  One which has skin problems and I had hoped Brewers Yeast would help him out.  Oddly, his tablet has to be mixed into his wet food.Flea control still has to be used.  The bottle is still almost full.  So I will continue to use it for their coats.  But I would not recommend as flea control",2.0
9567,Delicate But Intense,"We make a big pot of this refreshing and gently invigorating green tea every morning. It's delicious, a blend of white & green tea leaves that brings out the best in each. I've imbibed a great deal of tea from various parts of the world, and this is an excellent, richly flavorful tea. For fun, we often add a couple of bags ofCelestial Seasonings Herb Tea, Peppermintto the pot; it's a riff on a Moroccan tradition that mixes mint leaves with tea. Enjoy!",5.0
4095,A Quality Side Dish - certainly not gourmet but better than average,"I've had good luck with Lipton - aka Knorr - side dishes.Most are a bit bland but none have had any ""off"" tastes. That is quite an accomplishment for any prepared food. I have tried EVERY Lipton/Knorr side dish. None are bad nor are any stunning!This is one of my favorites. Add a healthy dose of cracked pepper after cooking and it really is tasty.It cooks fast, is very simple to prepare and you have a good sized SIDE dish for TWO - or a MEAL FOR ONE - or a small helping for FOUR.My three star rating may be a bit generous for a processed food. Still - I'd recommend this Lipton dish along with their Teriyaki Rice and their Stroganoff. These three are my favorites.",3.0
5317,Great meat substitute for cooking,"I have to admit I was nervous to try a canned product but I was very pleased. The appearance is not great coming out of the can but when you mold it or mix it in with other foods it's just like ground beef. The taste is very subtle, almost nothing, which I think is a great benefit because it will absorb the flavor of whatever you cook with it. In general I'm very happy with this product and I'm glad to have found it on Amazon because I have never seen it in a store!",5.0
6590,"still practicing, can not return.","the smell of spices from this tea is awesome, but the tea itself is weak, if you try to let it soak in the cup for extra seconds it will leave bitter taste,I tried to  add a packet of lipton tea but the taste still bitter, soI'm still practicing with it, it also didn't work with half&half;, not much with coffee mate. nothing like the original or made from scratch.MY RECOMMENDATIONS: since it is huge quantity that you can't return, try one package from the store first and see if it works for you.",3.0
3138,Very strong,This tea says its lite strength but it is very strong and bitter. Im going to try using less and making iced tea when the weather warms up. I really love twinnings teas beside this one.,3.0
8403,Enjoy wild mountain blueberry coffee but not delay.,"I enjoyed this.  Because I liked it, on July 11, I subscribed to get it every two months.  I am an Amazon prime customer and expected it would promptly arrive in two days.  It is July 15 and it is still not here.  Noticed why, if you subscribe the arrival date becomes weird and distorted from what is promised to Amazon Prime customers.  It is said this is due to a subscribed item being shipped free. OMG! Rip off. Not to get my coffee until July 22.  Coffee lover boiling.  You need to read Amazon print out details. Yessiree.  Perhaps a pop up attorney who says whoa cowboy! Have a cup of joe and let sit down and talk awhile about what you will be getting when you hiy the buy key.  You know not all gold is real gold some is iron pirates. Now here when you order, there may could be a bit of a wait as it will be put on the slow boat via China because it gets shipped for free.  Say that again? You shipped what free.  Yes sir, shipping delay is free with your coffee.",5.0
8653,Disappointing Taste and Nutrition,"You look at the box and you think -- a way to sneak in more veggies that no one will notice. As good as that might sound, you have to look deeper at this box and the product inside.I prepared this for my family and I was immediately confused by the nutritional list on the box.  Now a non-veggie pasta from Kraft Mac & Cheese has three servings, this listed only two but to be blunt it easily fed three people.  It also listed only one half serving of vegetables per serving in the box so frankly with one box feeding three of us, it was basically adding no vegetable value at all.The taste was basically tasteless. We expect a certain cheesiness from Kraft and this just failed utterly.  It was salty but not cheesy.  The only creaminess was from the milk and butter I added along with some spice when it proved so bland.I could take a nice tomato and/or spinach pasta and add my own cheese mix to get a product that was tastier and healthier.  My family would eat it and be better pleased as well.  No one liked it in my household.",2.0
6711,Not impressed by this tea,"I am a chocolate fanatic and pairing chocolate with tea only seems natural to me.  I've sampled several chocolate flavors and this Stash tea, when compared to the others, is nothing spectacular.  When unbrewed, the Stash tea bag smells like chocolate but that scent does not translate to much of a chocolate flavor once the tea is brewed.  I could taste quite a bit of vanilla and some nut but the chocolate was just negligible. Additionally, there was a strange aftertaste with this tea.  It just wasn't pleasant.If you are committed to a chocolate decaffeinated beverage, your choices will be limited. I have sampled quite a few chocolate teas and many use a black tea base.  However, if interested in a caffeine free tee that has a good body, I would recommendChocolate Chai Tea by Zhena's Gypsy Tea, which is a naturally caffeine free tea.  Zhena's chocolate chai is supposed to taste like chocolate, but it has a lot of spices.  Still,Chocolate Chai Tea by Zhena's Gypsy Teahas a much richer overall flavor than the Stash Premium Chocolate Hazelnut tea.If you don't care about caffeine and are just looking for a chocolate tea, there are several others that I would recommend before this one.  They include:Tisano Organic Chocolate Tea,SerendipiTea ChocolaTea, Chocolate, Vanilla, Rooibos & Black Tea, 4-Ounce Boxes (Pack of 2), andBigelow White Chocolate ObsessionTea, 1.6-Ounce Boxes (Pack of 6).  The first two are loose teas and the last is a bagged tea.At the end of the day, I don't think I would recommend this Stash tea to any chocolate lover.  It doesn't taste like chocolate and the overall flavor is poor.",2.0
902,A Little Overpowering,"I bought this to season beans, as it is hard to find any ham flavoring.  It seems to be good quality, but has a very, very potent smoke flavor that overpowers everything.  I won'd be buying this again.",3.0
4613,Its a ok product,"Do not think that it does what it says the tea is supposed to do.  It taste ok, not as bland as other tea.  Nothing special about it.  But, I bought different kinds to try, so it's going to last in the cabinet for a long time.",3.0
